楼盘名称,学知华庭31号楼,楼栋名称,经纬城市绿洲武清二期,楼号,22号楼及配套公建一,门号,1,户号,1501,地址缩写,22号楼及配套公建一-1-1501,所在区,东丽区,房屋地址,迭山路与程州道交口西南侧蔚秀花园,总层数,15,所在层,15,建筑面积,99.92平米,套内面积,78.33平米,公摊面积,21.59平米,房型,三室二厅,用途,住宅,朝向,南北,建筑结构,钢混结构,参考价格,24928元/平米
楼盘名称,学知华庭31号楼,楼栋名称,经纬城市绿洲武清二期,楼号,22号楼及配套公建一,门号,1,户号,1501,地址缩写,22号楼及配套公建一-1-1501,所在区,东丽区,房屋地址,迭山路与程州道交口西南侧蔚秀花园,总层数,15,所在层,15,建筑面积,99.92平米,套内面积,78.33平米,公摊面积,21.59平米,房型,三室二厅,用途,住宅,朝向,南北,建筑结构,钢混结构,参考价格,24928元/平米
楼盘名称,学知华庭31号楼,楼栋名称,经纬城市绿洲武清二期,楼号,22号楼及配套公建一,门号,1,户号,1502,地址缩写,22号楼及配套公建一-1-1502,所在区,东丽区,房屋地址,迭山路与程州道交口西南侧蔚秀花园,总层数,15,所在层,15,建筑面积,79.32平米,套内面积,62.18平米,公摊面积,17.14平米,房型,二室二厅,用途,住宅,朝向,南北,建筑结构,钢混结构,参考价格,24645元/平米
楼盘名称,学知华庭31号楼,楼栋名称,经纬城市绿洲武清二期,楼号,22号楼及配套公建一,门号,1,户号,1502,地址缩写,22号楼及配套公建一-1-1502,所在区,东丽区,房屋地址,迭山路与程州道交口西南侧蔚秀花园,总层数,15,所在层,15,建筑面积,79.32平米,套内面积,62.18平米,公摊面积,17.14平米,房型,二室二厅,用途,住宅,朝向,南北,建筑结构,钢混结构,参考价格,24645元/平米
楼盘名称,学知华庭31号楼,楼栋名称,经纬城市绿洲武清二期,楼号,22号楼及配套公建一,门号,1,户号,1503,地址缩写,22号楼及配套公建一-1-1503,所在区,东丽区,房屋地址,迭山路与程州道交口西南侧蔚秀花园,总层数,15,所在层,15,建筑面积,79.32平米,套内面积,62.18平米,公摊面积,17.14平米,房型,二室二厅,用途,住宅,朝向,南北,建筑结构,钢混结构,参考价格,24645元/平米
楼盘名称,学知华庭31号楼,楼栋名称,经纬城市绿洲武清二期,楼号,22号楼及配套公建一,门号,1,户号,1503,地址缩写,22号楼及配套公建一-1-1503,所在区,东丽区,房屋地址,迭山路与程州道交口西南侧蔚秀花园,总层数,15,所在层,15,建筑面积,79.32平米,套内面积,62.18平米,公摊面积,17.14平米,房型,二室二厅,用途,住宅,朝向,南北,建筑结构,钢混结构,参考价格,24645元/平米
楼盘名称,学知华庭31号楼,楼栋名称,经纬城市绿洲武清二期,楼号,31#,门号,1,户号,203,地址缩写,31#-1-203,所在区,武清区,房屋地址,新城规划雍和道北侧学知华庭,总层数,34,所在层,2,建筑面积,86.22平米,套内面积,66.45平米,公摊面积,19.77平米,房型,二室二厅,用途,住宅,朝向,南北,建筑结构,钢混结构,参考价格,13234元/平米
楼盘名称,学知华庭31号楼,楼栋名称,经纬城市绿洲武清二期,楼号,31#,门号,1,户号,203,地址缩写,31#-1-203,所在区,武清区,房屋地址,新城规划雍和道北侧学知华庭,总层数,34,所在层,2,建筑面积,86.22平米,套内面积,66.45平米,公摊面积,19.77平米,房型,二室二厅,用途,住宅,朝向,南北,建筑结构,钢混结构,参考价格,13234元/平米
楼盘名称,学知华庭31号楼,楼栋名称,经纬城市绿洲武清二期,楼号,31#,门号,1,户号,501,地址缩写,31#-1-501,所在区,武清区,房屋地址,新城规划雍和道北侧学知华庭,总层数,34,所在层,5,建筑面积,105.48平米,套内面积,81.29平米,公摊面积,24.19平米,房型,三室二厅,用途,住宅,朝向,南北,建筑结构,钢混结构,参考价格,13275元/平米
楼盘名称,学知华庭31号楼,楼栋名称,经纬城市绿洲武清二期,楼号,31#,门号,1,户号,501,地址缩写,31#-1-501,所在区,武清区,房屋地址,新城规划雍和道北侧学知华庭,总层数,34,所在层,5,建筑面积,105.48平米,套内面积,81.29平米,公摊面积,24.19平米,房型,三室二厅,用途,住宅,朝向,南北,建筑结构,钢混结构,参考价格,13275元/平米
